job_name,population,label,job_start_time,n_tasks,n_distinct_task_names,sum_inst_num,mean_plan_cpu,max_plan_cpu,mean_plan_mem,max_plan_mem,mean_plan_gpu,max_plan_gpu,n_distinct_gpu_types,n_instances,n_distinct_machines,mean_instance_start_time,predicted_label,risk_score,calibrated_risk,uncertainty,correct,primary_failure_category,secondary_tags,decision_time_availability
71e0724a9fd94c6a6e085f85,fold_2,1,4796686,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4796803,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
d10034e9174f9c98c6453724,fold_2,1,4796830,1,1,1,1600,1600,29.296875,29.296875,100,100,1,1,1,4796954,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
6657fb9ec8161543ca8939ae,fold_2,1,4797081,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4797195,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
371ea4b2211c26e1de7b2c29,fold_2,0,4797099,1,1,20,200,200,4,4,25,25,1,20,14,4802481,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
397d580f07128088dc221214,fold_2,1,4797343,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4797471,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
25cc9e79af165b469248d0cd,fold_2,1,4797353,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4797462,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
289028b8fc94f726da5f9d24,fold_2,1,4797425,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4797524,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
51f66fdfd9f1ad664eda50ec,fold_2,0,4797576,2,2,26,350,600,2,2,25,25,1,26,16,4799055.038461538,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
2d284baa1329cf70dfcfe502,fold_2,0,4797599,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4799403,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
b1b3d4501d6a0610fec004bc,fold_2,1,4797850,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4797893,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
1f7f3aba270d722d57e171c7,fold_2,0,4798108,1,1,1,1200,1200,29.296875,29.296875,100,100,1,1,1,4798158,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
ed02c642af4700c0e5864237,fold_2,1,4798346,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4798447,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
e81f325d76e86633fc6e142d,fold_2,1,4798413,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4798511,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
e52ddeab08c03264a9a322a9,fold_2,1,4798416,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4798489,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
c663f2823548a87b8579dc99,fold_2,1,4798441,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4798545,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
8864bcde60736ba70dff9216,fold_2,1,4799457,1,1,1,600,600,29.296875,29.296875,100,100,1,2,2,4799731,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
a98265f214e727b256fc019d,fold_2,1,4799712,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4799811,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
df5e7170e3c60b3553318bb5,fold_2,1,4799738,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4799780,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
7b6d0daa0a94fdbf58426298,fold_2,0,4799822,1,1,1,1000,1000,19.55078125,19.55078125,50,50,1,1,1,4799826,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
f8df51ebb528d532e45b6182,fold_2,1,4800171,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4800283,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
f7c4f50a4ea0b46bacbcf793,fold_2,0,4801045,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,4805098,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
5195ed7584f9718af1d57261,fold_2,0,4802783,1,1,1,1000,1000,19.55078125,19.55078125,50,50,1,1,1,4802787,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
0394a1b8959ebd7bff887975,fold_2,0,4804365,2,2,11,350,600,2,2,25,25,1,11,8,4804370.9090909092,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
d0d923520c2493a38109e9f9,fold_2,1,4804482,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4804488,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
d98258da2ad2616a0ccc79d0,fold_2,0,4805160,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,4805172,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
81b1627cc072f6058189c09e,fold_2,0,4805727,3,3,12,466.66666666666669,600,10.932291666666666,29.296875,25,25,1,12,11,4805731.833333333,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
b6786c6b8d3966bcc253f86b,fold_2,0,4806480,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4806484,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
3d90e2cf38cabe0780919745,fold_2,0,4806845,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,4806857,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
8bae3f0a25aaa90594ab3c26,fold_2,0,4806847,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,4806859,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
672a5f30d615bb0945da023a,fold_2,1,4807106,2,2,60,200,200,15,20,100,100,1,72,61,4807550.7272727275,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
05579b43d61f0523ea6d59ae,fold_2,0,4807569,1,1,1,100,100,29.296875,29.296875,25,25,1,1,1,4807580,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
60c456b105718abd522b8f61,fold_2,0,4807850,1,1,1,100,100,29.296875,29.296875,25,25,1,1,1,4807865,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
6555280739c1dfe14531bf25,fold_2,0,4807970,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4807976,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
e429618ac31c6b05dcdafa42,fold_2,0,4808010,1,1,1,1600,1600,29.296875,29.296875,100,100,1,1,1,4808112,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
a00f2bc5d54b2e50922a9068,fold_2,0,4810235,1,1,1,10,10,29.296875,29.296875,10,10,1,1,1,4810249,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
ba843ad3bba5f60554ddcbc8,fold_2,0,4810920,1,1,1,10,10,29.296875,29.296875,10,10,1,1,1,4810931,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
8793b13ea67bbd6d216cfdc1,fold_2,0,4811070,2,2,13,400,600,2,2,25,25,1,13,6,4811076.230769231,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
e43d956316b21f412ca64172,fold_2,0,4811152,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4811167,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
5244693f58bf3bf30eb79e3c,fold_2,0,4811158,1,1,4,100,100,24.4140625,24.4140625,100,100,1,4,4,4811264.25,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
33f9085fb3e35f34706c0d8b,fold_2,0,4811529,2,2,10,600,600,29.296875,29.296875,10,10,1,10,5,4811629.5999999996,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
d9b2ee4979b548211e32255f,fold_2,0,4811639,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,4811968,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
72a3a3b0b25ef594571b753f,fold_2,0,4811840,1,1,1,100,100,29.296875,29.296875,25,25,1,1,1,4811854,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
b53533fc1d74cc3bee4da561,fold_2,0,4811989,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,4811999,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
791b2a06e97d4ea1684936e4,fold_2,0,4811990,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,4811998,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
1385f37ea97b70b789070c5f,fold_2,0,4812481,1,1,1,600,600,29.296875,29.296875,100,100,1,3,2,4812940,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
e424396622fa93725162221a,fold_2,0,4812854,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,4812861,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
bf3e5731be8e06d814fb34de,fold_2,0,4813071,1,1,1,1200,1200,29.296875,29.296875,10,10,1,1,1,4813077,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
a58531792cb7e1824d514683,fold_2,0,4813274,1,1,4,100,100,24.4140625,24.4140625,100,100,1,4,4,4813985.25,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
243cf872a642502cc4738cdb,fold_2,0,4813607,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4813610,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
6ff75b47ee32f9cd62b5282d,fold_2,0,4813898,2,2,25,600,600,19.53125,19.53125,20,20,1,25,21,4813911.0800000001,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
1cad04d047c847d30027d00b,fold_2,0,4814562,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4815279,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
095b6bd9894f05a779e77960,fold_2,0,4814711,2,2,2,700,1000,11.71875,15.625,,,0,2,2,4814714,0,0.050000000000000003,0.050000000000000003,0.099999999999999978,True,correct,correct;high_confidence;temporal_regime;feature_missingness,DECISION-TIME
98b97386b5be719cc20fc463,fold_2,0,4814803,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4814923,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
b644829e79d90cb6551f29e3,fold_2,0,4816916,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4817030,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
3e74a09b728e4c2a1f626f8b,fold_2,0,4818131,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4818256,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
760172c7e91d4fb8e458af77,fold_2,0,4818151,2,2,25,600,600,19.53125,19.53125,20,20,1,26,19,4818199.7199999997,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
7a157223b5a513a4be428d47,fold_2,0,4818342,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4818352,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
74c4f167cac1adea1ec37ada,fold_2,0,4818548,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,4818561,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
43061a3db7585c271ac8e93a,fold_2,1,4818902,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4821524,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
bfdd977035f2c9670d312197,fold_2,0,4820709,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,4820713,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
2154a51a663eee6070ab52fe,fold_2,1,4820750,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4820849,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
cb079941d937545fcc9605a5,fold_2,1,4821079,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4821092,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
8b95ce794c7eee20cb90b6d1,fold_2,0,4821646,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4821651,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
0932b30c994218b072599d5a,fold_2,0,4823614,1,1,1,1600,1600,29.296875,29.296875,100,100,1,1,1,4823624,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
7341963a653b4f5797e7e521,fold_2,0,4823661,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4823689,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
64db1304d2d2af22b5dc9a85,fold_2,1,4826019,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4826028,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
6d1b98985a698c77a4164bc6,fold_2,0,4826058,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,4826068,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
b77f41ec04049554b2ca9d11,fold_2,0,4826520,1,1,1,4000,4000,46.875,46.875,50,50,1,1,1,4826524,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
38c978e72a505783063d84a3,fold_2,0,4826967,1,1,2,600,600,29.296875,29.296875,100,100,1,2,1,4827039,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
dc36bbb42badba83a53d6b2f,fold_2,0,4827161,2,2,2,600,600,29.296875,29.296875,200,200,2,2,2,4827196,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
fc1c3e20f907f2faafb5bcfe,fold_2,1,4827328,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4827333,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
e275f5b5bcc3cfded6263e4d,fold_2,0,4827380,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,4827385,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
84d4ee10e45c84ba243efa6c,fold_2,0,4827543,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4827555,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
9e964637c848189acb2c442a,fold_2,0,4828077,1,1,1,600,600,29.296875,29.296875,200,200,1,1,1,4847361,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
64531b56b1bf103eb0d863df,fold_2,0,4829612,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,4829622,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
b87d9375d0c538441ea652c6,fold_2,0,4829758,3,3,6,600,600,29.296875,29.296875,100,100,1,6,2,4829768.5,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
1809ba69a5d4d7e051bf87a2,fold_2,1,4829785,1,1,18,1800,1800,58.59375,58.59375,100,100,1,7,7,4829793,0,0.11956521739130435,0.11956521739130435,0.23913043478260865,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
7661ec0ab5b77e0fe9a75c16,fold_2,1,4830597,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,4830605,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
4e04840e1e9f7d92678a744f,fold_2,0,4830622,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,4830984,0,0.21045576407506703,0.21045576407506703,0.42091152815013411,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
df897cfe9f4522e7dded7b22,fold_2,0,4831292,1,1,2,1600,1600,58.59375,58.59375,100,100,1,2,1,4831303,0,0.30303030303030304,0.30303030303030304,0.60606060606060608,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
